latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
38.4803,-122.695,360.7,2.4,1.5,2017-10-09,1832,Terra,MODIS,100,6.03,301.7,280.2,D,0
38.5827,-122.677,327.5,2.4,1.5,2017-10-09,1832,Terra,MODIS,62,6.03,299.6,63.7,D,0
38.4156,-122.6081,355.5,2,1.4,2017-10-09,2149,Aqua,MODIS,98,6.03,295.4,197.6,D,0
38.6188,-122.6446,328.8,2,1.4,2017-10-09,2149,Aqua,MODIS,75,6.03,298.8,61.2,D,0
38.7778,-122.9118,325.7,2,1.4,2017-10-09,2149,Aqua,MODIS,47,6.03,296.3,49.1,D,0
38.7655,-122.91,325.5,2,1.4,2017-10-09,2149,Aqua,MODIS,63,6.03,299.1,48.6,D,0
38.755,-122.8865,322.5,2,1.4,2017-10-09,2149,Aqua,MODIS,51,6.03,300.1,40.7,D,0
38.7533,-122.907,325.3,2,1.4,2017-10-09,2149,Aqua,MODIS,80,6.03,300.7,49.2,D,0
38.3601,-122.4756,408.4,2.1,1.4,2017-10-09,2149,Aqua,MODIS,100,6.03,306.3,869.4,D,0
38.3585,-122.4962,414.6,2.1,1.4,2017-10-09,2149,Aqua,MODIS,100,6.03,323.7,993.4,D,0
38.371,-122.4982,411.6,2.1,1.4,2017-10-09,2149,Aqua,MODIS,100,6.03,306.7,929.9,D,0
38.3836,-122.5001,364.1,2.1,1.4,2017-10-09,2149,Aqua,MODIS,100,6.03,297.3,262.4,D,0
38.3745,-122.4848,355.5,2.1,1.4,2017-10-09,2149,Aqua,MODIS,95,6.03,294.9,195.4,D,0
38.373,-122.5052,364.9,2.1,1.4,2017-10-09,2149,Aqua,MODIS,100,6.03,304,264.5,D,0
38.3871,-122.4862,323.8,2.1,1.4,2017-10-09,2149,Aqua,MODIS,45,6.03,291.5,47.4,D,0
38.3855,-122.5071,340.1,2.1,1.4,2017-10-09,2149,Aqua,MODIS,91,6.03,296.7,108.9,D,0
38.7673,-122.8879,328.9,2,1.4,2017-10-09,2149,Aqua,MODIS,64,6.03,297.3,59.3,D,0
38.337,-122.4472,314.7,2.1,1.4,2017-10-09,2149,Aqua,MODIS,48,6.03,297.6,24.3,D,0
38.3244,-122.4454,314.5,2.1,1.4,2017-10-09,2149,Aqua,MODIS,16,6.03,297.9,22.1,D,0
38.4842,-122.7127,329.5,2,1.4,2017-10-09,2149,Aqua,MODIS,69,6.03,302,55.2,D,0
38.5368,-122.7275,317.3,2,1.4,2017-10-09,2149,Aqua,MODIS,28,6.03,295.6,26.6,D,0
38.5757,-122.7107,324.7,2,1.4,2017-10-09,2149,Aqua,MODIS,64,6.03,296.6,49.8,D,0
38.6063,-122.6428,327.2,2,1.4,2017-10-09,2149,Aqua,MODIS,61,6.03,298.2,52.2,D,0
38.4338,-122.5384,322.2,2.1,1.4,2017-10-09,2149,Aqua,MODIS,78,6.03,296.8,47.6,D,0
38.4032,-122.6057,365.1,2,1.4,2017-10-09,2149,Aqua,MODIS,100,6.03,299.5,267.5,D,0
38.542,-122.6596,327.5,2,1.4,2017-10-09,2149,Aqua,MODIS,82,6.03,296.2,56.2,D,0
38.5393,-122.6521,331.1,2,1.4,2017-10-09,2149,Aqua,MODIS,85,6.03,296.4,70.5,D,0
38.4103,-122.6019,312.6,2.6,1.6,2017-10-10,0537,Terra,MODIS,76,6.03,288.5,50.3,N,0
38.4168,-122.6369,311.6,2.6,1.6,2017-10-10,0537,Terra,MODIS,83,6.03,286,50.3,N,0
38.5141,-122.6541,304.2,2.6,1.6,2017-10-10,0537,Terra,MODIS,41,6.03,284.4,27.9,N,0
38.588,-122.7131,313.9,2.6,1.6,2017-10-10,0537,Terra,MODIS,88,6.03,287.3,57.7,N,0
38.5943,-122.6854,300.2,2.6,1.6,2017-10-10,0537,Terra,MODIS,4,6.03,286.2,19.5,N,0
38.3709,-122.4874,304.8,2.6,1.5,2017-10-10,0537,Terra,MODIS,12,6.03,287.8,27.4,N,0
38.7663,-122.8855,304.2,2.7,1.6,2017-10-10,0537,Terra,MODIS,24,6.03,285.5,30.1,N,0
38.7709,-122.8931,304.6,2.7,1.6,2017-10-10,0537,Terra,MODIS,24,6.03,285.3,31,N,0
38.4287,-122.6147,302.3,2.6,1.6,2017-10-10,0537,Terra,MODIS,12,6.03,286.7,24.9,N,0
38.4236,-122.6072,329.1,2.6,1.6,2017-10-10,0537,Terra,MODIS,100,6.03,289.2,118.2,N,0
38.3831,-122.5934,307.8,2.6,1.6,2017-10-10,0537,Terra,MODIS,38,6.03,285.6,36.5,N,0
38.5965,-122.7067,315.5,1.6,1.2,2017-10-10,0950,Aqua,MODIS,91,6.03,288,29.4,N,0
38.3415,-122.4483,302.5,1.5,1.2,2017-10-10,0950,Aqua,MODIS,41,6.03,285.4,11.5,N,0
38.4268,-122.6034,316,1.5,1.2,2017-10-10,0950,Aqua,MODIS,92,6.03,289.8,29.3,N,0
38.4159,-122.6044,326.7,1.5,1.2,2017-10-10,0950,Aqua,MODIS,100,6.03,288.5,48.4,N,0
